,comment_id,user_id,platform,date_time,likes_count,comment_raw,comment_cleaned_emoji,comment_cleaned_no_emoji,comment_processed,vader_compound_emoji,vader_compound_no_emoji
1544,18102259195208955,13780282844,instagram,2021-02-11 07:44:18,0,Hillary? Pelosi? Michelle? Rosa Parks? Anne Frank? Pocahontas?,Hillary? Pelosi? Michelle? Rosa Parks? Anne Frank? Pocahontas?,Hillary? Pelosi? Michelle? Rosa Parks? Anne Frank? Pocahontas?,"['hillary', 'pelosi', 'michelle', 'rosa', 'parks', 'anne', 'frank', 'pocahontas']",0.0,0.0
1545,18119585017168351,38913645551,instagram,2021-02-11 07:44:16,2,The curl of the next wave ? @senatorhawley @marcorubiofla @sentedcruz . They are not stupid but they are ambitious and have no problem aligning themselves with sedition against the will of the people.,The curl of the next wave ?    . They are not stupid but they are ambitious and have no problem aligning themselves with sedition against the will of the people.,The curl of the next wave ?    . They are not stupid but they are ambitious and have no problem aligning themselves with sedition against the will of the people.,"['curl', 'next', 'wave', 'stupid', 'ambitious', 'problem', 'aligning', 'sedition', 'people']",0.6399,0.6399
1546,17888662411966021,1582591079,instagram,2021-02-11 07:43:45,0,Patton Oswalt is a fucking treasure,Patton Oswalt is a fucking treasure,Patton Oswalt is a fucking treasure,"['patton', 'oswalt', 'fucking', 'treasure']",0.3597,0.3597
1547,17912274775609876,5394300523,instagram,2021-02-11 07:41:10,0,👏👏👏👏,👏👏👏👏,,[],0.0,0.0
1548,17920392619547387,4284365685,instagram,2021-02-11 07:40:47,0,The whole world is watching!👏,The whole world is watching!👏,The whole world is watching!,"['whole', 'world', 'watching']",0.0,0.0
1549,18127848883198697,191943126,instagram,2021-02-11 07:40:34,0,@neiazj,,,[],0.0,0.0
1550,17989857313324437,414470404,instagram,2021-02-11 07:39:50,19,i hope they make the confederate flag illegal,i hope they make the confederate flag illegal,i hope they make the confederate flag illegal,"['hope', 'make', 'confederate', 'flag', 'illegal']",-0.1779,-0.1779
1551,17906119399720859,210944740,instagram,2021-02-11 07:38:05,0,Patton is such a gem!!,Patton is such a gem!!,Patton is such a gem!!,"['patton', 'gem']",0.0,0.0
1552,17896920532787490,6986043911,instagram,2021-02-11 07:34:26,0,Republicans won't convict cause they're all cowards,Republicans won't convict cause they're all cowards,Republicans won't convict cause they're all cowards,"['republicans', 'wo', 'convict', 'cause', 'cowards']",0.0,0.0
1553,17880616511103148,1960663776,instagram,2021-02-11 07:33:43,1,👏👏 I’m curious as well,👏👏 I’m curious as well, I’m curious as well,"['curious', 'well']",0.5267,0.5267
1554,18139679614082311,5646499871,instagram,2021-02-11 07:32:24,0,Cmon we all know it was antifa 😂😂,Cmon we all know it was antifa 😂😂,Cmon we all know it was antifa ,"['cmon', 'know', 'antifa']",0.7003,0.0
1555,17845692026513051,39431788752,instagram,2021-02-11 07:29:56,0,🙌,🙌,,[],0.0,0.0
1556,17884273715038495,39431788752,instagram,2021-02-11 07:29:56,0,🙌,🙌,,[],0.0,0.0
1557,17857609811422731,186974355,instagram,2021-02-11 07:28:53,5,Unsolved mysteries 🤔🔍🔦,Unsolved mysteries 🤔🔍🔦,Unsolved mysteries 🤔,"['unsolved', 'mysteries']",0.0,0.0
1558,17872374020245603,44424865313,instagram,2021-02-11 07:26:05,0,It's drumpf and his horribles 👎👎👎,It's drumpf and his horribles 👎👎👎,It's drumpf and his horribles ,"['drumpf', 'horribles']",-0.4767,-0.4767
1559,17959879321382396,1579806492,instagram,2021-02-11 07:25:33,0,Me too 😮,Me too 😮,Me too ,[],0.0,0.0
1560,17929333528495225,1811025156,instagram,2021-02-11 07:20:21,1,FUCKTRUMP TRAITORS🤮,FUCKTRUMP TRAITORS🤮,FUCKTRUMP TRAITORS🤮,['fucktrump'],0.0,0.0
1561,17859828290482384,427740484,instagram,2021-02-11 07:17:54,6,😂😂😂 what a mystery😂😂😂,😂😂😂 what a mystery😂😂😂, what a mystery,[],0.9468,0.0
1562,18092850496234683,14988732565,instagram,2021-02-11 07:15:15,0,iT wAS aNtIfA!,iT wAS aNtIfA!,iT wAS aNtIfA!,['antifa'],0.0,0.0
1563,17882984183019432,179712574,instagram,2021-02-11 07:15:04,0,Inquiring minds want to know👀,Inquiring minds want to know👀,Inquiring minds want to know,"['inquiring', 'minds', 'want']",0.0772,0.0772
1564,17872715966248126,3919164009,instagram,2021-02-11 07:14:40,5,"This is how Fox News keeps their viewers ignorant and under their control. (See link in profile).

Fox News Cuts Away From Senate Impeachment Hearing During the Most Horrifying Parts","This is how Fox News keeps their viewers ignorant and under their control. (See link in profile).

Fox News Cuts Away From Senate Impeachment Hearing During the Most Horrifying Parts","This is how Fox News keeps their viewers ignorant and under their control. (See link in profile).

Fox News Cuts Away From Senate Impeachment Hearing During the Most Horrifying Parts","['fox', 'keeps', 'viewers', 'ignorant', 'control', 'see', 'link', 'profile', 'fox', 'cuts', 'away', 'senate', 'hearing', 'horrifying', 'parts']",-0.807,-0.807
1565,18074580493247154,1402085385,instagram,2021-02-11 07:14:28,2,@dmac0724,,,[],0.0,0.0
1566,17871970010305116,231759622,instagram,2021-02-11 07:14:19,0,Right.....,Right.....,Right.....,['right'],0.0,0.0
1567,17857592843423805,779560615,instagram,2021-02-11 07:11:03,4,Zam they have put together a hell of a case against chump and his di heads,Zam they have put together a hell of a case against chump and his di heads,Zam they have put together a hell of a case against chump and his di heads,"['zam', 'put', 'together', 'hell', 'case', 'chump', 'di', 'heads']",-0.6808,-0.6808
1568,17899865608737900,5329431114,instagram,2021-02-11 07:10:56,0,😢😢😢😢😢,😢😢😢😢😢,,[],-0.9382,0.0
1569,17866343543312832,428072530,instagram,2021-02-11 07:10:53,2,So they would’ve just stormed the capital had he not held the rally for that exact date and time...right...,So they would’ve just stormed the capital had he not held the rally for that exact date and time...right...,So they would’ve just stormed the capital had he not held the rally for that exact date and time...right...,"['stormed', 'capital', 'held', 'rally', 'exact', 'date', 'time', 'right']",0.0,0.0
1570,17882909555076240,5329431114,instagram,2021-02-11 07:10:44,0,😂😂😂😂😂😂,😂😂😂😂😂😂,,[],0.9468,0.0
1571,17884195169045604,6052486718,instagram,2021-02-11 07:10:08,16,bUt iT wAs aNtIfA,bUt iT wAs aNtIfA,bUt iT wAs aNtIfA,['antifa'],0.0,0.0
1572,17869081577323519,352388606,instagram,2021-02-11 07:10:01,0,It was Antifa 😂😂,It was Antifa 😂😂,It was Antifa ,['antifa'],0.7003,0.0
1573,18195108391026930,351839776,instagram,2021-02-11 07:09:38,0,Hahahahahahhaaa,Hahahahahahhaaa,Hahahahahahhaaa,['hahahahahahhaaa'],0.0,0.0
1574,17978941525346251,41235238176,instagram,2021-02-11 07:09:23,0,"Look, the evidence is so flimsy and Castor Oil & Schoen (himself up) present such a cogent rebuttal, we are destined never to fully know categorically. The cat lawyer has now joined the team. 😹","Look, the evidence is so flimsy and Castor Oil & Schoen (himself up) present such a cogent rebuttal, we are destined never to fully know categorically. The cat lawyer has now joined the team. 😹","Look, the evidence is so flimsy and Castor Oil & Schoen (himself up) present such a cogent rebuttal, we are destined never to fully know categorically. The cat lawyer has now joined the team. ","['look', 'evidence', 'flimsy', 'castor', 'oil', 'schoen', 'present', 'cogent', 'rebuttal', 'destined', 'never', 'fully', 'know', 'categorically', 'cat', 'lawyer', 'joined', 'team']",0.4404,0.0
1575,17905903345674175,5667523923,instagram,2021-02-11 07:07:29,0,This is great❣️❣️❣️Love Patton! Comedy with the absolute truth!!,This is great❣️❣️❣️Love Patton! Comedy with the absolute truth!!,This is greatLove Patton! Comedy with the absolute truth!!,"['patton', 'comedy', 'absolute', 'truth']",0.9732,0.6884
1576,17924466028514552,4116242,instagram,2021-02-11 07:07:16,10,"Exactly, so stupid! But to be honest, they’ve already won the argument, now they’re just stacking evidence after evidence after motives! There’s no longer any question.. it’s now about the Republican Party. No matter what they do, they’re screwed! It’ll all soon be on full display how extreme the senators are in sticking to their vote...","Exactly, so stupid! But to be honest, they’ve already won the argument, now they’re just stacking evidence after evidence after motives! There’s no longer any question.. it’s now about the Republican Party. No matter what they do, they’re screwed! It’ll all soon be on full display how extreme the senators are in sticking to their vote...","Exactly, so stupid! But to be honest, they’ve already won the argument, now they’re just stacking evidence after evidence after motives! There’s no longer any question.. it’s now about the Republican Party. No matter what they do, they’re screwed! It’ll all soon be on full display how extreme the senators are in sticking to their vote...","['exactly', 'stupid', 'honest', 'already', 'argument', 'stacking', 'evidence', 'evidence', 'motives', 'longer', 'question', 'republican', 'party', 'matter', 'screwed', 'soon', 'full', 'display', 'extreme', 'senators', 'sticking', 'vote']",0.4799,0.4799
1577,17871883943278460,1270699986,instagram,2021-02-11 07:03:29,11,Definitely Hilary Clinton's emails,Definitely Hilary Clinton's emails,Definitely Hilary Clinton's emails,"['definitely', 'hilary', 'clinton', 'emails']",0.4019,0.4019
1578,17896817485788604,4513733046,instagram,2021-02-11 07:02:08,0,Oh the sarcasm! 😂😂😂😂😂🙌👏👍🏻👍🏻👍🏻,Oh the sarcasm! 😂😂😂😂😂🙌👏👍🏻👍🏻👍🏻,Oh the sarcasm! ,"['oh', 'sarcasm']",0.9168,-0.2942
1579,17914108738605524,18142323,instagram,2021-02-11 07:00:18,2,😂😂😂,😂😂😂,,[],0.8271,0.0
1580,17886993121943984,1725251417,instagram,2021-02-11 06:59:47,0,😂😂,😂😂,,[],0.7003,0.0
1581,17875561220126478,311683266,instagram,2021-02-11 06:57:50,0,👏👏,👏👏,,[],0.0,0.0
1582,17893856503888694,433729833,instagram,2021-02-11 06:57:35,0,😂😂😂👏,😂😂😂👏,,[],0.8271,0.0
1583,17876332424120226,3126225692,instagram,2021-02-11 06:57:13,1,😂😂😂,😂😂😂,,[],0.8271,0.0
1584,18200622919004952,40527506305,instagram,2021-02-11 06:56:58,13,Impeachment Managers did such a great job. I have no idea what the defenders can do in response. They should just quit now.,Impeachment Managers did such a great job. I have no idea what the defenders can do in response. They should just quit now.,Impeachment Managers did such a great job. I have no idea what the defenders can do in response. They should just quit now.,"['managers', 'great', 'job', 'idea', 'defenders', 'response', 'quit']",0.4939,0.4939
1585,17897197540834908,227317992,instagram,2021-02-11 06:56:25,7,I’m just afraid we will never know. I’ll never sleep again for all the wondering.,I’m just afraid we will never know. I’ll never sleep again for all the wondering.,I’m just afraid we will never know. I’ll never sleep again for all the wondering.,"['afraid', 'never', 'know', 'never', 'sleep', 'wondering']",0.0,0.0
1586,17978861794347174,55275790,instagram,2021-02-11 06:55:19,5,I know it seems like the are piecing it all together. 🤪. It is so much worse than any of us watching on TV imagined.  Those cops are HEROES!,I know it seems like the are piecing it all together. 🤪. It is so much worse than any of us watching on TV imagined.  Those cops are HEROES!,I know it seems like the are piecing it all together. 🤪. It is so much worse than any of us watching on TV imagined.  Those cops are HEROES!,"['know', 'seems', 'like', 'piecing', 'together', 'much', 'worse', 'us', 'watching', 'tv', 'imagined', 'cops', 'heroes']",0.5341,0.5341
1587,17940166954451184,27051743,instagram,2021-02-11 06:55:16,6,What a mystery!!!,What a mystery!!!,What a mystery!!!,['mystery'],0.0,0.0
1588,17898880297814286,12966049995,instagram,2021-02-11 06:55:05,5,It was D.B. Cooper,It was D.B. Cooper,It was D.B. Cooper,['cooper'],0.0,0.0
1589,17885676004973938,1653352110,instagram,2021-02-11 06:54:40,1,"Nah, to misterious  We might need Nancy Drew on that one👀🕵‍♀️","Nah, to misterious  We might need Nancy Drew on that one👀🕵‍♀️","Nah, to misterious  We might need Nancy Drew on that one‍","['nah', 'misterious', 'might', 'need', 'nancy', 'drew']",-0.1027,-0.1027
1590,18141492187179101,31161495,instagram,2021-02-11 06:53:33,1,😂😂😂😂😂😭,😂😂😂😂😂😭,,[],0.886,0.0
1591,17897285005778001,1717603963,instagram,2021-02-11 06:53:26,125,"We may need Scooby Doo for this one, guys.","We may need Scooby Doo for this one, guys.","We may need Scooby Doo for this one, guys.","['may', 'need', 'scooby', 'doo', 'guys']",0.0,0.0
1592,17960365078387340,2031923239,instagram,2021-02-11 06:53:06,0,@suzib18,,,[],0.0,0.0
1593,17914425436591766,228113152,instagram,2021-02-11 06:52:40,18,What a mystery this is,What a mystery this is,What a mystery this is,['mystery'],0.0,0.0
1594,17908394095651967,177887840,instagram,2021-02-11 06:52:26,0,😂💯 💯💯,😂💯 💯💯, ,[],0.4404,0.0
1595,18094050139230551,1142782517,instagram,2021-02-11 06:51:24,0,#justspitoutmydrink  perfect!! Exactly what every rational person is thinking,  perfect!! Exactly what every rational person is thinking,  perfect!! Exactly what every rational person is thinking,"['perfect', 'exactly', 'every', 'rational', 'person', 'thinking']",0.6467,0.6467
1596,17977937221348775,30695676,instagram,2021-02-11 06:50:58,0,We must come to terms with the fact that we may never find out. 🙄🤔😉,We must come to terms with the fact that we may never find out. 🙄🤔😉,We must come to terms with the fact that we may never find out. 🤔,"['must', 'come', 'terms', 'fact', 'may', 'never', 'find']",0.0,0.0
1597,17871724841289092,3700877301,instagram,2021-02-11 06:50:00,0,It’s got me stymied...,It’s got me stymied...,It’s got me stymied...,"['got', 'stymied']",0.0,0.0
1598,18099564844213824,13239262000,instagram,2021-02-11 06:49:52,0,anyone know where i can place bets i. the # of Rs that flip?,anyone know where i can place bets i. the # of Rs that flip?,anyone know where i can place bets i. the # of Rs that flip?,"['anyone', 'know', 'place', 'bets', 'rs', 'flip']",0.0,0.0
1599,17915297218584362,32631247,instagram,2021-02-11 06:49:38,0,😂😂👏,😂😂👏,,[],0.7003,0.0
1600,18191856250046512,21634440006,instagram,2021-02-11 06:49:32,8,LMAO honestly though wtf,LMAO honestly though wtf,LMAO honestly though wtf,"['lmao', 'honestly', 'though', 'wtf']",0.5904,0.5904
1601,17861566022392838,29075202270,instagram,2021-02-11 06:48:03,0,Message is on point,Message is on point,Message is on point,"['message', 'point']",0.0,0.0
1602,17908406344635214,1790864834,instagram,2021-02-11 06:47:17,22,The evidence couldn't be more incriminating!!!,The evidence couldn't be more incriminating!!!,The evidence couldn't be more incriminating!!!,"['evidence', 'could', 'incriminating']",0.0,0.0
1603,18193814032019643,8927503,instagram,2021-02-11 06:46:34,43,Republicans aren’t Americans.,Republicans aren’t Americans.,Republicans aren’t Americans.,"['republicans', 'americans']",0.0,0.0
1604,17860644932472814,5525891650,instagram,2021-02-11 06:43:44,5,Enough 💩is enough!!!!,Enough 💩is enough!!!!,Enough is enough!!!!,"['enough', 'enough']",0.0,0.0
1605,17896017835790283,480655981,instagram,2021-02-11 06:42:55,35,the american justice system is a bunch of 65 year old drooling infants so thats cool,the american justice system is a bunch of 65 year old drooling infants so thats cool,the american justice system is a bunch of 65 year old drooling infants so thats cool,"['american', 'justice', 'system', 'bunch', 'year', 'old', 'drooling', 'infants', 'thats', 'cool']",0.7165,0.7165
1606,17916584392568755,220005587,instagram,2021-02-11 06:42:51,0,Hmmmmm I wonder who? 🤔🤔🤔🤔🤔,Hmmmmm I wonder who? 🤔🤔🤔🤔🤔,Hmmmmm I wonder who? 🤔🤔🤔🤔🤔,"['hmmmmm', 'wonder']",0.0,0.0
1607,17885486216015049,2115025310,instagram,2021-02-11 06:42:35,0,The democrats are just insurance in case the republicans don't win,The democrats are just insurance in case the republicans don't win,The democrats are just insurance in case the republicans don't win,"['democrats', 'insurance', 'case', 'republicans', 'win']",-0.4717,-0.4717
1608,17864180261365455,45492245375,instagram,2021-02-11 06:41:54,0,Well if this isn’t solid gold...,Well if this isn’t solid gold...,Well if this isn’t solid gold...,"['well', 'solid', 'gold']",0.4019,0.4019
1609,17879613365113334,252237122,instagram,2021-02-11 06:41:06,71,If anyone should mount an insurrection it’s the Democrats who continue to win the popular vote year after year but have had to concede to the electoral college.,If anyone should mount an insurrection it’s the Democrats who continue to win the popular vote year after year but have had to concede to the electoral college.,If anyone should mount an insurrection it’s the Democrats who continue to win the popular vote year after year but have had to concede to the electoral college.,"['anyone', 'mount', 'insurrection', 'democrats', 'continue', 'win', 'popular', 'vote', 'year', 'year', 'concede', 'electoral', 'college']",0.5106,0.5106
