,comment_id,user_id,platform,date_time,likes_count,comment_raw,comment_cleaned_emoji,comment_cleaned_no_emoji,comment_processed,vader_compound_emoji,vader_compound_no_emoji
143,17929058791471663,45366811654,instagram,2021-02-10 02:22:20,0,ترامپ= یک گراز وحشی و ضد بشر,ترامپ= یک گراز وحشی و ضد بشر,ترامپ= یک گراز وحشی و ضد بشر,[],0.0,0.0
144,17920552540540378,27732509159,instagram,2021-02-10 01:18:29,0,DM if you’re interested in being my sugar baby,DM if you’re interested in being my sugar baby,DM if you’re interested in being my sugar baby,"['dm', 'interested', 'sugar', 'baby']",0.4019,0.4019
145,18099783514214861,11414228956,instagram,2021-02-09 23:05:02,0,مرد بزرگی بود برای ریشه کن کردن آخوند بی سواد مفت خور ولی اروپا با ایت بی سوادان بهتر ایران را غارت می کنند و آخوند دروغ گو فقط از حکومت دا ی کشتن را بلد است مانند نیاکانشان,مرد بزرگی بود برای ریشه کن کردن آخوند بی سواد مفت خور ولی اروپا با ایت بی سوادان بهتر ایران را غارت می کنند و آخوند دروغ گو فقط از حکومت دا ی کشتن را بلد است مانند نیاکانشان,مرد بزرگی بود برای ریشه کن کردن آخوند بی سواد مفت خور ولی اروپا با ایت بی سوادان بهتر ایران را غارت می کنند و آخوند دروغ گو فقط از حکومت دا ی کشتن را بلد است مانند نیاکانشان,[],0.0,0.0
146,17888001862903081,35041855715,instagram,2021-02-09 19:56:08,0,❤️,❤️,,[],0.0,0.0
147,18138562015090380,7905718604,instagram,2021-02-09 08:51:34,0,من که گفتم ازین پس آمریکا روی آرامش نخواهد دید البته آرامش گورستانی چه جوبایدن و دیگر دموکرات های جاهل بر سیاست میخواهند این مبارزات اگر بدست ترامب شروع شده اما بسرعت در حال گسترش و تعمیق و رادیکاله شدن خواهد رفت بزودی پیشگامان شجاع و نابغه ی سیاسی از دل همین مبارزات ظهور خواهد کرد منتظر باشید !,من که گفتم ازین پس آمریکا روی آرامش نخواهد دید البته آرامش گورستانی چه جوبایدن و دیگر دموکرات های جاهل بر سیاست میخواهند این مبارزات اگر بدست ترامب شروع شده اما بسرعت در حال گسترش و تعمیق و رادیکاله شدن خواهد رفت بزودی پیشگامان شجاع و نابغه ی سیاسی از دل همین مبارزات ظهور خواهد کرد منتظر باشید !,من که گفتم ازین پس آمریکا روی آرامش نخواهد دید البته آرامش گورستانی چه جوبایدن و دیگر دموکرات های جاهل بر سیاست میخواهند این مبارزات اگر بدست ترامب شروع شده اما بسرعت در حال گسترش و تعمیق و رادیکاله شدن خواهد رفت بزودی پیشگامان شجاع و نابغه ی سیاسی از دل همین مبارزات ظهور خواهد کرد منتظر باشید !,[],0.0,0.0
148,18119794237174284,7677882125,instagram,2021-02-09 06:17:53,0,تف به قبر پدرت مادرت بیشرف مادرجنده,تف به قبر پدرت مادرت بیشرف مادرجنده,تف به قبر پدرت مادرت بیشرف مادرجنده,[],0.0,0.0
149,17900286910732085,4040998719,instagram,2021-02-09 06:06:14,0,ترامپ مرد خیلی خیلی بزرگ تاریخ ساز خواهد بود,ترامپ مرد خیلی خیلی بزرگ تاریخ ساز خواهد بود,ترامپ مرد خیلی خیلی بزرگ تاریخ ساز خواهد بود,[],0.0,0.0
150,17878706045124453,35080446665,instagram,2021-02-09 03:45:50,0,🌹درودبراقای ترامپ.,🌹درودبراقای ترامپ.,درودبراقای ترامپ.,[],0.0,0.0
151,18048066169286916,29096538794,instagram,2021-02-09 02:09:52,0,درود بر ترامپ,درود بر ترامپ,درود بر ترامپ,[],0.0,0.0
152,17969807557368299,43518671479,instagram,2021-02-09 00:25:08,0,زنده باد  دونالد ترامپ,زنده باد  دونالد ترامپ,زنده باد  دونالد ترامپ,[],0.0,0.0
153,17860022021429992,45364097554,instagram,2021-02-08 20:23:19,0,درود بر ترامپ👏👏👏,درود بر ترامپ👏👏👏,درود بر ترامپ,[],0.0,0.0
154,18093163801234783,4181819152,instagram,2021-02-08 17:34:56,0,اینو چرابا لگدازکنکره انداختن بیرون؟؟هان چرا؟؟,اینو چرابا لگدازکنکره انداختن بیرون؟؟هان چرا؟؟,اینو چرابا لگدازکنکره انداختن بیرون؟؟هان چرا؟؟,[],0.0,0.0
155,17901369517738748,8306880136,instagram,2021-02-08 06:36:29,0,فردادر امریکا اتفاقاته مهمی قراره رخ بده فردا روز مهمی در امریکا هست مخصوصن برای ارتش وپرزیدنت ترامپ .۳و۴مارس یعنی ۲۶روزه دیگه رو یادتون نره قراره خبرهای خوبی رو بشنویم اونوقت ببینیم این رسانه های فیک ودروغگو چی دارن بگن,فردادر امریکا اتفاقاته مهمی قراره رخ بده فردا روز مهمی در امریکا هست مخصوصن برای ارتش وپرزیدنت ترامپ .۳و۴مارس یعنی ۲۶روزه دیگه رو یادتون نره قراره خبرهای خوبی رو بشنویم اونوقت ببینیم این رسانه های فیک ودروغگو چی دارن بگن,فردادر امریکا اتفاقاته مهمی قراره رخ بده فردا روز مهمی در امریکا هست مخصوصن برای ارتش وپرزیدنت ترامپ .۳و۴مارس یعنی ۲۶روزه دیگه رو یادتون نره قراره خبرهای خوبی رو بشنویم اونوقت ببینیم این رسانه های فیک ودروغگو چی دارن بگن,[],0.0,0.0
156,18139428013094615,8312305296,instagram,2021-02-08 05:48:08,1,زنده باد,زنده باد,زنده باد,[],0.0,0.0
157,17901106078728025,8910676366,instagram,2021-02-08 04:52:59,1,شیر مُرده زنده اش ابهت داره👍👍,شیر مُرده زنده اش ابهت داره👍👍,شیر مُرده زنده اش ابهت داره,[],0.0,0.0
158,18092618314235534,44340060205,instagram,2021-02-08 01:24:17,0,سلطان ترامپ 😍😍😍😍,سلطان ترامپ 😍😍😍😍,سلطان ترامپ ,[],0.9001,0.0
159,17914502965587925,11294338445,instagram,2021-02-08 01:09:02,0,با لگد از کاخ سفید بیرونش کردند ، عاقبت ادم  بد عهد ،عوضی جز این نیست,با لگد از کاخ سفید بیرونش کردند ، عاقبت ادم  بد عهد ،عوضی جز این نیست,با لگد از کاخ سفید بیرونش کردند ، عاقبت ادم  بد عهد ،عوضی جز این نیست,[],0.0,0.0
160,17887763644978553,5951801681,instagram,2021-02-08 00:34:16,0,ترامپ بهترین مرد دنیا 😍😍😍😍,ترامپ بهترین مرد دنیا 😍😍😍😍,ترامپ بهترین مرد دنیا ,[],0.9001,0.0
161,17869494746323081,44584637289,instagram,2021-02-08 00:20:01,0,#دمکراتهای_متقلب_آمریکا,,,[],0.0,0.0
162,17921686759514266,34247311284,instagram,2021-02-08 00:17:38,0,زنده باد، ناجی ترامپ عزیز ❤️❤️❤️,زنده باد، ناجی ترامپ عزیز ❤️❤️❤️,زنده باد، ناجی ترامپ عزیز ,[],0.0,0.0
163,17873249540227852,45191459386,instagram,2021-02-08 00:14:30,0,Biden STFU,Biden STFU,Biden STFU,"['biden', 'stfu']",0.0,0.0
164,17947979932421998,27864693055,instagram,2021-02-08 00:00:48,0,محبوب ایران🏆❤👆,محبوب ایران🏆❤👆,محبوب ایران,[],0.6369,0.0
165,18197038213007809,6215899973,instagram,2021-02-07 23:50:06,0,امریکایی ها مانند ایرانیها  بعدها  قدر تراممپ را خواهند دانست,امریکایی ها مانند ایرانیها  بعدها  قدر تراممپ را خواهند دانست,امریکایی ها مانند ایرانیها  بعدها  قدر تراممپ را خواهند دانست,[],0.0,0.0
166,18148299892191786,39280229245,instagram,2021-02-07 23:49:42,0,همیشه کسانیکه حقایق میگویند و خطری براشون دارن سانسور ویا حذف میشن,همیشه کسانیکه حقایق میگویند و خطری براشون دارن سانسور ویا حذف میشن,همیشه کسانیکه حقایق میگویند و خطری براشون دارن سانسور ویا حذف میشن,[],0.0,0.0
167,17867786516332176,44456515848,instagram,2021-02-07 23:02:34,0,خداکندکه فعالیتش ادامه داشت باشدکه ازفعالیت کردن بازنماند.,خداکندکه فعالیتش ادامه داشت باشدکه ازفعالیت کردن بازنماند.,خداکندکه فعالیتش ادامه داشت باشدکه ازفعالیت کردن بازنماند.,[],0.0,0.0
168,18099771829215523,6323669736,instagram,2021-02-07 22:43:47,0,حیف شد رفتی,حیف شد رفتی,حیف شد رفتی,[],0.0,0.0
169,17959553254375995,43863236954,instagram,2021-02-07 22:37:54,0,مرد بزرگ خوش اومدی درود به آقای ترامپ,مرد بزرگ خوش اومدی درود به آقای ترامپ,مرد بزرگ خوش اومدی درود به آقای ترامپ,[],0.0,0.0
170,17887463035973772,40096557704,instagram,2021-02-07 22:36:48,0,💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩,💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩,,[],0.0,0.0
171,17902123072713374,4988697194,instagram,2021-02-07 22:20:50,0,🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹,🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹,,[],0.0,0.0
172,17920466833532920,4988697194,instagram,2021-02-07 22:20:36,0,♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️,♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️,,[],0.9996,0.0
173,17899716088776168,6559493486,instagram,2021-02-07 22:17:59,0,عشششششششششششششششششششششق امد ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹,عشششششششششششششششششششششق امد ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹,عشششششششششششششششششششششق امد ,[],0.0,0.0
174,17884732033984617,32403436317,instagram,2021-02-07 21:11:17,0,این نجس راازکاخ سفید بیرون انداختند,این نجس راازکاخ سفید بیرون انداختند,این نجس راازکاخ سفید بیرون انداختند,[],0.0,0.0
175,18065275351269968,26402656673,instagram,2021-02-07 21:05:07,0,Yeah man yeah man 🔥,Yeah man yeah man 🔥,Yeah man yeah man ,"['yeah', 'man', 'yeah', 'man']",0.25,0.5267
176,17889270796946503,3087064440,instagram,2021-02-07 20:46:27,0,چقدر جهان در ارامش بود همه ازش حساب ميبردن,چقدر جهان در ارامش بود همه ازش حساب ميبردن,چقدر جهان در ارامش بود همه ازش حساب ميبردن,[],0.0,0.0
177,17896620262785714,42617274374,instagram,2021-02-07 20:39:50,0,دورد و سلام براقای دونالد ترامپ شیر مرد دمت گرم که بهترین ریئس جمهور امریکا مهربان ودلسوز زنده باد ترامپ عزیز دوست داریم  زنده باشی ❤❤❤❤❤❤❤❤,دورد و سلام براقای دونالد ترامپ شیر مرد دمت گرم که بهترین ریئس جمهور امریکا مهربان ودلسوز زنده باد ترامپ عزیز دوست داریم  زنده باشی ❤❤❤❤❤❤❤❤,دورد و سلام براقای دونالد ترامپ شیر مرد دمت گرم که بهترین ریئس جمهور امریکا مهربان ودلسوز زنده باد ترامپ عزیز دوست داریم  زنده باشی ,[],0.9887,0.0
178,17936453680457926,44647874698,instagram,2021-02-07 20:15:35,0,خوب شد گندش پاک شد...,خوب شد گندش پاک شد...,خوب شد گندش پاک شد...,[],0.0,0.0
179,17864624762320300,9245389830,instagram,2021-02-07 20:12:43,0,یا حق با ترامپ نبود  و تو آمریکا  براحتی میشه تهمت زد  و  هیچ پیگرد قانونی نداره  و چرا  بایدن نمیتونه  از حیثیت خودش دفاع کنه  و اگر حق با ترامپ بود.  چرا  در زمان اوج قدرت نتوانست کاری کنه؟  پس آمریکا هم قانونش کشکه,یا حق با ترامپ نبود  و تو آمریکا  براحتی میشه تهمت زد  و  هیچ پیگرد قانونی نداره  و چرا  بایدن نمیتونه  از حیثیت خودش دفاع کنه  و اگر حق با ترامپ بود.  چرا  در زمان اوج قدرت نتوانست کاری کنه؟  پس آمریکا هم قانونش کشکه,یا حق با ترامپ نبود  و تو آمریکا  براحتی میشه تهمت زد  و  هیچ پیگرد قانونی نداره  و چرا  بایدن نمیتونه  از حیثیت خودش دفاع کنه  و اگر حق با ترامپ بود.  چرا  در زمان اوج قدرت نتوانست کاری کنه؟  پس آمریکا هم قانونش کشکه,[],0.0,0.0
180,17886194318003620,10888909908,instagram,2021-02-07 19:23:23,0,فقط ترامپ👏👏👏👏👏👏👏,فقط ترامپ👏👏👏👏👏👏👏,فقط ترامپ,[],0.0,0.0
181,17895551689806229,32730542800,instagram,2021-02-07 19:18:47,0,کجایی ترامپ بیشرف,کجایی ترامپ بیشرف,کجایی ترامپ بیشرف,[],0.0,0.0
182,17967752314371537,11323056252,instagram,2021-02-07 18:27:07,1,ترامپ قهرمان,ترامپ قهرمان,ترامپ قهرمان,[],0.0,0.0
183,18129294574160716,1427888574,instagram,2021-02-07 18:18:54,0,ترامپ دست این گلوبالیست ها رو کرد که چه نقشه ای برای کم کردن جمعیت دارن اینا آروم آروم ویروس های جدیدی برای کم کردن جمعیت دارن وارد میکنن مخصوصا برای کم کردن جهان سومی ها,ترامپ دست این گلوبالیست ها رو کرد که چه نقشه ای برای کم کردن جمعیت دارن اینا آروم آروم ویروس های جدیدی برای کم کردن جمعیت دارن وارد میکنن مخصوصا برای کم کردن جهان سومی ها,ترامپ دست این گلوبالیست ها رو کرد که چه نقشه ای برای کم کردن جمعیت دارن اینا آروم آروم ویروس های جدیدی برای کم کردن جمعیت دارن وارد میکنن مخصوصا برای کم کردن جهان سومی ها,[],0.0,0.0
184,18135262126152694,6952774329,instagram,2021-02-07 18:00:02,0,درود برترامپ,درود برترامپ,درود برترامپ,[],0.0,0.0
185,17857216361430182,39136704991,instagram,2021-02-07 17:41:21,0,جناب ترامپ یک وطن پرست واقعی امریکا هست که در برابر دشمنان امریکا حزب دموکرات های حرامزاده و کمونیستی ها ایستاده دمش گرم❤️❤️❤️❤️❤️❤️❤️👏👏👏👏👏👏👏,جناب ترامپ یک وطن پرست واقعی امریکا هست که در برابر دشمنان امریکا حزب دموکرات های حرامزاده و کمونیستی ها ایستاده دمش گرم❤️❤️❤️❤️❤️❤️❤️👏👏👏👏👏👏👏,جناب ترامپ یک وطن پرست واقعی امریکا هست که در برابر دشمنان امریکا حزب دموکرات های حرامزاده و کمونیستی ها ایستاده دمش گرم,[],0.0,0.0
186,17954988205385912,39136704991,instagram,2021-02-07 17:40:16,0,جناب ترامپ یک تنه در برابر حرامزادهای دنیا لاشی های دنیا قرار گرفت و نامش در تاریخ امریکا و در دنیا ماندگار است ❤️👏❤️👏❤️,جناب ترامپ یک تنه در برابر حرامزادهای دنیا لاشی های دنیا قرار گرفت و نامش در تاریخ امریکا و در دنیا ماندگار است ❤️👏❤️👏❤️,جناب ترامپ یک تنه در برابر حرامزادهای دنیا لاشی های دنیا قرار گرفت و نامش در تاریخ امریکا و در دنیا ماندگار است ,[],0.0,0.0
187,17889950947937206,39136704991,instagram,2021-02-07 17:39:03,0,با درود بر جناب ترامپ شیر دل بهترین ریاست جمهوری امریکا دمت گرم ❤️❤️❤️❤️❤️❤️,با درود بر جناب ترامپ شیر دل بهترین ریاست جمهوری امریکا دمت گرم ❤️❤️❤️❤️❤️❤️,با درود بر جناب ترامپ شیر دل بهترین ریاست جمهوری امریکا دمت گرم ,[],0.0,0.0
188,17848826567510708,44721299309,instagram,2021-02-07 17:23:07,1,"وَنُنَزِّلُ مِنَ الْقُرْآنِ مَا هُوَ شِفَاءٌ وَرَحْمَةٌ لِلْمُؤْمِنِينَ ۙ وَلَا يَزِيدُ الظَّالِمِينَ إِلَّا خَسَارًا (82)
این قرآنی که ما نازل کردیم (فقط) برای مئومنان رحمت و شفاست یعنی اگر قرآن همراه مئومن باشد باعث آرامش وامنیت اوست اگر بیمار شود به او شفا میدهد واگر بالای قبر مئومن خوانده شود باعث راحتی و رحمت برای مئومن است / ولی برای ظالمان بجز خسارت ونابودی چیز دیگری ندارد ( ولو اینکه نماز بخواند وروزه بگیرد و حج برود ,دروغگو، ریاکار ، ناسپاس -منافق-همایت از ظالم و ظالم ، - ربا خوار- بی نماز یا نماز خوانی دروغگو -شراب خوار-معتاد -مال مردم خور ، تکذیب آیات الهی ، تکذیب احکام اسلام ، بی حرمتی به خاندان نبوت ، نوحه را به ترانه تبدیل کردن ، مولودی مجلس آل الله را به کف و رقص مبدل نمودن ، چابلوس ، فاسد ، چند چهره ، خائن ،گرانفروش و کم فروش ، مقدم داشتن دنیا بر اخرت ) اگر قرآن همراه او باشد یا بیمار باشد یا مجلس ختم برایش گرفته شود سر قبرش قرآن  خوانده شود بجز خسارت و نابودی واتش جهنم چیزی برایش ندارد چرا که به قرآن عمل نکرده ویا قبول نداشته است /قرآن مجید سوره مبارکه اسرا ایه 82","وَنُنَزِّلُ مِنَ الْقُرْآنِ مَا هُوَ شِفَاءٌ وَرَحْمَةٌ لِلْمُؤْمِنِينَ ۙ وَلَا يَزِيدُ الظَّالِمِينَ إِلَّا خَسَارًا (82)
این قرآنی که ما نازل کردیم (فقط) برای مئومنان رحمت و شفاست یعنی اگر قرآن همراه مئومن باشد باعث آرامش وامنیت اوست اگر بیمار شود به او شفا میدهد واگر بالای قبر مئومن خوانده شود باعث راحتی و رحمت برای مئومن است / ولی برای ظالمان بجز خسارت ونابودی چیز دیگری ندارد ( ولو اینکه نماز بخواند وروزه بگیرد و حج برود ,دروغگو، ریاکار ، ناسپاس -منافق-همایت از ظالم و ظالم ، - ربا خوار- بی نماز یا نماز خوانی دروغگو -شراب خوار-معتاد -مال مردم خور ، تکذیب آیات الهی ، تکذیب احکام اسلام ، بی حرمتی به خاندان نبوت ، نوحه را به ترانه تبدیل کردن ، مولودی مجلس آل الله را به کف و رقص مبدل نمودن ، چابلوس ، فاسد ، چند چهره ، خائن ،گرانفروش و کم فروش ، مقدم داشتن دنیا بر اخرت ) اگر قرآن همراه او باشد یا بیمار باشد یا مجلس ختم برایش گرفته شود سر قبرش قرآن  خوانده شود بجز خسارت و نابودی واتش جهنم چیزی برایش ندارد چرا که به قرآن عمل نکرده ویا قبول نداشته است /قرآن مجید سوره مبارکه اسرا ایه 82","وَنُنَزِّلُ مِنَ الْقُرْآنِ مَا هُوَ شِفَاءٌ وَرَحْمَةٌ لِلْمُؤْمِنِينَ ۙ وَلَا يَزِيدُ الظَّالِمِينَ إِلَّا خَسَارًا (82)
این قرآنی که ما نازل کردیم (فقط) برای مئومنان رحمت و شفاست یعنی اگر قرآن همراه مئومن باشد باعث آرامش وامنیت اوست اگر بیمار شود به او شفا میدهد واگر بالای قبر مئومن خوانده شود باعث راحتی و رحمت برای مئومن است / ولی برای ظالمان بجز خسارت ونابودی چیز دیگری ندارد ( ولو اینکه نماز بخواند وروزه بگیرد و حج برود ,دروغگو، ریاکار ، ناسپاس -منافق-همایت از ظالم و ظالم ، - ربا خوار- بی نماز یا نماز خوانی دروغگو -شراب خوار-معتاد -مال مردم خور ، تکذیب آیات الهی ، تکذیب احکام اسلام ، بی حرمتی به خاندان نبوت ، نوحه را به ترانه تبدیل کردن ، مولودی مجلس آل الله را به کف و رقص مبدل نمودن ، چابلوس ، فاسد ، چند چهره ، خائن ،گرانفروش و کم فروش ، مقدم داشتن دنیا بر اخرت ) اگر قرآن همراه او باشد یا بیمار باشد یا مجلس ختم برایش گرفته شود سر قبرش قرآن  خوانده شود بجز خسارت و نابودی واتش جهنم چیزی برایش ندارد چرا که به قرآن عمل نکرده ویا قبول نداشته است /قرآن مجید سوره مبارکه اسرا ایه 82",[],0.0,0.0
189,17915357209584603,44970947467,instagram,2021-02-07 17:02:13,2,🇺🇸🇺🇸,🇺🇸🇺🇸,,[],0.0,0.0
190,18189572770016679,44970947467,instagram,2021-02-07 17:02:10,0,"𝐏𝐫𝐞𝐬𝐢𝐝𝐞𝐧𝐭 𝐓𝐫𝐮𝐦𝐩! 𝐈𝐬 𝐓𝐡𝐞 𝐌𝐨𝐬𝐭, 𝐇𝐨𝐧𝐞𝐬𝐭! 𝐀𝐜𝐜𝐨𝐦𝐩𝐥𝐢𝐬𝐡𝐢𝐞𝐝 𝐏𝐫𝐞𝐬𝐢𝐝𝐞𝐧𝐭 𝐖𝐞 𝐇𝐚𝐯𝐞 𝐇𝐚𝐝 𝐒𝐢𝐧𝐜𝐞, 𝐏𝐫𝐞𝐬𝐢𝐝𝐞𝐧𝐭 𝐀𝐛𝐫𝐚𝐡𝐚𝐦 𝐋𝐢𝐧𝐜𝐨𝐥𝐧! 𝐁𝐢𝐝𝐞𝐧 𝐈𝐬 𝐀 𝐂𝐨𝐧 𝐀𝐫𝐭𝐢𝐬𝐭, 𝐀𝐧𝐝 𝐀 𝐋𝐢𝐚𝐫","𝐏𝐫𝐞𝐬𝐢𝐝𝐞𝐧𝐭 𝐓𝐫𝐮𝐦𝐩! 𝐈𝐬 𝐓𝐡𝐞 𝐌𝐨𝐬𝐭, 𝐇𝐨𝐧𝐞𝐬𝐭! 𝐀𝐜𝐜𝐨𝐦𝐩𝐥𝐢𝐬𝐡𝐢𝐞𝐝 𝐏𝐫𝐞𝐬𝐢𝐝𝐞𝐧𝐭 𝐖𝐞 𝐇𝐚𝐯𝐞 𝐇𝐚𝐝 𝐒𝐢𝐧𝐜𝐞, 𝐏𝐫𝐞𝐬𝐢𝐝𝐞𝐧𝐭 𝐀𝐛𝐫𝐚𝐡𝐚𝐦 𝐋𝐢𝐧𝐜𝐨𝐥𝐧! 𝐁𝐢𝐝𝐞𝐧 𝐈𝐬 𝐀 𝐂𝐨𝐧 𝐀𝐫𝐭𝐢𝐬𝐭, 𝐀𝐧𝐝 𝐀 𝐋𝐢𝐚𝐫"," !   , !      ,   !     ,   ",[],0.0,0.0
191,18138654679083234,43804389320,instagram,2021-02-07 16:43:41,1,صفحه ترامپ در اینستا باز شده https://www.instagram.com/realdonaldtrump/,صفحه ترامپ در اینستا باز شده ,صفحه ترامپ در اینستا باز شده ,[],0.0,0.0
192,18194446834007006,34412907102,instagram,2021-02-07 16:38:15,1,دورود به ترامپ که داشت خاورمیانه رواز مذهب تریستاها پاک می کرد,دورود به ترامپ که داشت خاورمیانه رواز مذهب تریستاها پاک می کرد,دورود به ترامپ که داشت خاورمیانه رواز مذهب تریستاها پاک می کرد,[],0.0,0.0
193,17870812481207277,4801827656,instagram,2021-02-07 16:34:28,0,به خاطر اینکه کصافت کاریاشون لو نره میترسن باز کنن,به خاطر اینکه کصافت کاریاشون لو نره میترسن باز کنن,به خاطر اینکه کصافت کاریاشون لو نره میترسن باز کنن,[],0.0,0.0
194,18007291105305522,43804389320,instagram,2021-02-07 16:33:34,1,این اقدام توییتر بدون ارائه سند و مدرک و شاهد و بدون وجود تحقیقات اف بی آی در این اتهام دروغین برای مسدود کردن صفحه ترامپ عملی غیرقانونی و قابل پی گیری قضایی است,این اقدام توییتر بدون ارائه سند و مدرک و شاهد و بدون وجود تحقیقات اف بی آی در این اتهام دروغین برای مسدود کردن صفحه ترامپ عملی غیرقانونی و قابل پی گیری قضایی است,این اقدام توییتر بدون ارائه سند و مدرک و شاهد و بدون وجود تحقیقات اف بی آی در این اتهام دروغین برای مسدود کردن صفحه ترامپ عملی غیرقانونی و قابل پی گیری قضایی است,[],0.0,0.0
195,17900346259757355,31465630293,instagram,2021-02-07 16:28:45,1,"د ر اند یشه آ ز ا د ی از هر نگرش و هر جای جهان بویژه در کشور هایی که آزادی و حقوق بشر را تنها ارث پدری خود میدانند هم هنوز لنگ است . هنوزبه رسایی، پیشرفت یا 
اولوسیون خود نرسیده است . 
دیروز و هنوز فیلتر شکن را به کشورهای دیکتاتور جها ن مانند میهن دلبند مان ایران آسیب زده پیشنهاد می کنند .
امروز در کشور های گهواره ازادی و مردم سالاری گزارش رسانه ها  مانند ایران مان را سانسور چه شهرمداری یا سیاسی، چه سرکوب و آدم کشی و چه اقتصادی و فرهنگی ار هر نگرش دل بخواه ، سود جویی ، خود خواهی ، رسانه های رادیو تلویزون ، روز نامه ، نوشتاری و دولتی را سانسور می کنند . تا آنجاییکه در آمریکا گهواره آزادی رییس جمهورش را بی بهره می گذارند و به خامنه ای اجازه میدهند هر چه بخواهد نشخوار کند و این روز ها در میانمار رسانه ها را بستند . 
شاید ؛ هر نکته جایی و هر سخن جایگاهی دارد !
روزگار شگفت انگیزیست؟

سر انجام پایگاه های - اندیشه - خرد - مدارا
ما را به جهانی بهتر خواهد رساند.
در اندیشه و آرزو آن روز .
روز و روز گار خوش و شادزی روزافزون","د ر اند یشه آ ز ا د ی از هر نگرش و هر جای جهان بویژه در کشور هایی که آزادی و حقوق بشر را تنها ارث پدری خود میدانند هم هنوز لنگ است . هنوزبه رسایی، پیشرفت یا 
اولوسیون خود نرسیده است . 
دیروز و هنوز فیلتر شکن را به کشورهای دیکتاتور جها ن مانند میهن دلبند مان ایران آسیب زده پیشنهاد می کنند .
امروز در کشور های گهواره ازادی و مردم سالاری گزارش رسانه ها  مانند ایران مان را سانسور چه شهرمداری یا سیاسی، چه سرکوب و آدم کشی و چه اقتصادی و فرهنگی ار هر نگرش دل بخواه ، سود جویی ، خود خواهی ، رسانه های رادیو تلویزون ، روز نامه ، نوشتاری و دولتی را سانسور می کنند . تا آنجاییکه در آمریکا گهواره آزادی رییس جمهورش را بی بهره می گذارند و به خامنه ای اجازه میدهند هر چه بخواهد نشخوار کند و این روز ها در میانمار رسانه ها را بستند . 
شاید ؛ هر نکته جایی و هر سخن جایگاهی دارد !
روزگار شگفت انگیزیست؟

سر انجام پایگاه های - اندیشه - خرد - مدارا
ما را به جهانی بهتر خواهد رساند.
در اندیشه و آرزو آن روز .
روز و روز گار خوش و شادزی روزافزون","د ر اند یشه آ ز ا د ی از هر نگرش و هر جای جهان بویژه در کشور هایی که آزادی و حقوق بشر را تنها ارث پدری خود میدانند هم هنوز لنگ است . هنوزبه رسایی، پیشرفت یا 
اولوسیون خود نرسیده است . 
دیروز و هنوز فیلتر شکن را به کشورهای دیکتاتور جها ن مانند میهن دلبند مان ایران آسیب زده پیشنهاد می کنند .
امروز در کشور های گهواره ازادی و مردم سالاری گزارش رسانه ها  مانند ایران مان را سانسور چه شهرمداری یا سیاسی، چه سرکوب و آدم کشی و چه اقتصادی و فرهنگی ار هر نگرش دل بخواه ، سود جویی ، خود خواهی ، رسانه های رادیو تلویزون ، روز نامه ، نوشتاری و دولتی را سانسور می کنند . تا آنجاییکه در آمریکا گهواره آزادی رییس جمهورش را بی بهره می گذارند و به خامنه ای اجازه میدهند هر چه بخواهد نشخوار کند و این روز ها در میانمار رسانه ها را بستند . 
شاید ؛ هر نکته جایی و هر سخن جایگاهی دارد !
روزگار شگفت انگیزیست؟

سر انجام پایگاه های - اندیشه - خرد - مدارا
ما را به جهانی بهتر خواهد رساند.
در اندیشه و آرزو آن روز .
روز و روز گار خوش و شادزی روزافزون",[],0.0,0.0
